Lookback,Exit After,Stop Loss,Take Profit,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
20,5,0.01,0.03,10000,9891.629180124002,-1.050628150174829,-0.03935930704329869,-0.007787371319958961,3.504534904905142,-0.010896230883056813,-0.002180330415921847,-0.010837081987599776,405.06894585199996,110,0.509090909090909,0.8692277181847455
20,5,0.01,0.05,10000,9917.912479960003,-1.226397562572096,-0.03997046509700814,-0.004421229620119974,4.976798858012508,-0.008242629329821232,-0.001649784340967392,-0.00820875200399969,379.0651460399999,101,0.48514851485148514,0.9952551448942565
20,5,0.01,0.07,10000,9927.381467854004,-1.2365372038066929,-0.035772048255879575,-0.004055373212793616,4.885238732954632,-0.007288348820045951,-0.0014589219411840553,-0.0072618532145996145,375.74868114599985,100,0.49,0.9828988725657445
20,5,0.02,0.03,10000,9979.487234492006,-0.955626607565814,-0.009580362318302262,-0.002326707440565187,3.0594933174426755,-0.0020533833000532416,-0.0004112449796732275,-0.0020512765507994116,402.2856154839999,108,0.5462962962962963,0.7996745301257684
20,5,0.02,0.05,10000,10024.389936475989,-0.9574939656632906,0.007333145710255293,0.0010439105261833602,4.422543140852222,0.0024360241300351777,0.00048809847779228335,0.002438993647598909,372.8823755239999,98,0.5408163265306123,0.8647426980399417
20,5,0.02,0.07,10000,10012.232982333997,-1.041530891692098,0.0024437706062591475,0.0003280641006652909,4.728906308503195,0.0012225506137615494,0.00024492884125913744,0.0012232982333996916,368.431830666,97,0.5463917525773195,0.8379969844647752
20,5,0.03,0.03,10000,10071.847352544011,-0.6220920252980267,0.018609589032474713,0.004033335188518538,3.6611461354858092,0.007159048008054638,0.001435114721440391,0.00718473525440113,396.9854554319998,106,0.5754716981132075,0.7571803221045047
20,5,0.03,0.05,10000,10039.649537825993,-0.7882927082965627,0.012694525908890603,0.001933854324861877,4.422847631391922,0.003957114069251795,0.0007929952923626159,0.003964953782599332,368.5927951739999,97,0.5463917525773195,0.8551017840513402
20,5,0.03,0.07,10000,10024.485694677998,-0.8603373090004236,0.00694552300573545,0.0010221441392851054,4.611249224652128,0.0024455766060714848,0.0004900129461768436,0.002448569467799825,365.3891303219999,96,0.5520833333333334,0.8265456921672127
20,10,0.01,0.03,10000,10229.947354121989,-1.089022699639714,0.07741951689794159,0.02032750820756557,2.6073463012236964,0.02273434073161304,0.004564482530453638,0.02299473541219886,392.658290854,104,0.5,1.1349189082133473
20,10,0.01,0.05,10000,10393.852241913997,-0.2252618193244112,0.22139913918497675,0.02928603296582312,3.6633542636907404,0.03862940778151978,0.007768181326137995,0.03938522419139972,346.0726310859999,89,0.4606741573033708,1.5277614960525978
20,10,0.01,0.07,10000,10372.079590399993,-0.5109690106987413,0.18679001545288818,0.022293658758549093,4.234987938521212,0.036532448235652625,0.007344948462804294,0.03720795903999933,327.51796559999997,86,0.43023255813953487,1.635173578081633
20,10,0.02,0.03,10000,10339.762590439996,-0.5698297924299177,0.11627522685331072,0.03397083393283497,2.466803885671901,0.033411815517035856,0.006715434982540133,0.03397625904399956,375.30549553599997,98,0.5306122448979592,1.05843606841586
20,10,0.02,0.05,10000,10588.980786663997,-0.020261783949904986,0.3285242253174966,0.07958852546596876,2.1785979739699335,0.05722881899082534,0.011529923581664565,0.05889807866639967,325.23658533599996,82,0.5365853658536586,1.2577389103273502
20,10,0.02,0.07,10000,10650.514344573996,0.06021262302836391,0.35270641999456953,0.056882587612178966,3.4004990572293687,0.06302309326037359,0.012704685201890421,0.0650514344573996,300.10560042599997,77,0.4935064935064935,1.491208748086978
20,10,0.03,0.03,10000,10462.474467323997,-0.3231371543616157,0.15779751898520428,0.04710461462223179,2.5054405350940216,0.04520990241943014,0.009097488517951748,0.04624744673239966,365.19638065199996,95,0.5894736842105263,0.8868553048851249
20,10,0.03,0.05,10000,10762.370616183996,0.16141468793740696,0.3919103930739082,0.0816989733851791,2.8002007796368256,0.07347075496247774,0.014826347979921266,0.07623706161839965,320.5943998159999,80,0.6,1.0757355728809883
20,10,0.03,0.07,10000,10716.818039069996,0.15956220312802086,0.373826332337627,0.06235916974630567,3.4780632493874335,0.0692291938738159,0.013964455935988761,0.07168180390699963,297.57201993,76,0.5526315789473685,1.2094259952790274
20,15,0.01,0.03,10000,10176.888713083987,-1.153188305810624,0.05917232419432084,0.015445163311665419,2.6073463012236964,0.01753424401632988,0.0035185998695877727,0.017688871308398666,392.6168908920001,104,0.49038461538461536,1.1405588635904342
20,15,0.01,0.05,10000,10568.775145885995,-0.042237535700756945,0.3134852322244403,0.06648726684790013,2.431225047091153,0.055318819935623736,0.01114297905541483,0.05687751458859948,336.92482111400017,85,0.4823529411764706,1.5568214993560219
20,15,0.01,0.07,10000,10375.301400309992,-0.4462422236738884,0.19996959521508167,0.028694258922516837,3.5769442639445774,0.03684302333304335,0.007407621140777624,0.03753014003099925,307.03876069000006,80,0.4625,1.4482003338928306
20,15,0.02,0.03,10000,10226.489999361997,-0.6785864763368378,0.07795058927296711,0.020606971780197866,2.675411181407313,0.022396319527512903,0.004496464044601841,0.022648999936199652,374.6879956140001,98,0.5204081632653061,1.0284515927821674
20,15,0.02,0.05,10000,10490.845057317998,-0.13496999159395098,0.28765631562804095,0.045613443750006574,3.246207546660229,0.04791788454110066,0.009645029481887576,0.0490845057317998,317.00729568200006,80,0.5,1.3331871521818166
20,15,0.02,0.07,10000,10600.06330677,-0.01315863596708602,0.356399899539042,0.056980482814633915,3.2873921131538144,0.058274880442933906,0.01174190672895882,0.06000633067700001,285.8916002300001,73,0.4931506849315068,1.4261844318525128
20,15,0.03,0.03,10000,10326.376237523993,-0.3766186682855033,0.10910952763847039,0.02123379658036648,4.085888471547827,0.03211632874037039,0.0064542168857862105,0.03263762375239931,358.1828204840001,93,0.5806451612903226,0.8506372784703469
20,15,0.03,0.05,10000,10700.337137084,0.08814841101644305,0.3909219022602591,0.06001430124071939,3.74366735498606,0.06769015611613537,0.013651902007817516,0.07003371370839996,296.1218949720001,75,0.5866666666666667,1.0380608669067795
20,15,0.03,0.07,10000,10702.395023318004,0.11308564514736144,0.3885593566079537,0.06229993545697987,3.752949521812657,0.0678824573816862,0.013690950048445151,0.0702395023318004,272.2299196820001,69,0.5362318840579711,1.2661795628931765
20,20,0.01,0.03,10000,10149.232579111984,-1.1546091615152583,0.04909721067096441,0.012879935493170153,2.6073463012236964,0.014813001666061424,0.0029717171727216994,0.01492325791119838,392.453050864,104,0.49038461538461536,1.1190328178418574
20,20,0.01,0.05,10000,10597.393118826003,-0.012329929376226914,0.3310734737965006,0.06600548995186827,2.569592670636058,0.0580229456914705,0.011690848381146953,0.0597393118826003,337.919406174,85,0.47058823529411764,1.6516811896050823
20,20,0.01,0.07,10000,10530.668459434,-0.05259430898654512,0.31540112243130797,0.04315345652667622,3.695010212250907,0.05170671256470823,0.01041161096200681,0.05306684594340004,314.66593562200006,80,0.3875,2.1944050396965156
20,20,0.02,0.03,10000,10235.565327414,-0.6922234439339887,0.08150262143661594,0.023268270319530965,2.4677741195478724,0.023283359319180085,0.004674968886080182,0.023556532741400044,374.0627355620001,98,0.5204081632653061,1.0326543725354438
20,20,0.02,0.05,10000,10500.205011223994,-0.12805468158086716,0.3053497965235898,0.046393940997069144,3.2925477134858725,0.048809688857299575,0.009825413050241613,0.0500205011223994,312.5099807760001,79,0.4936708860759494,1.3712411566436693
20,20,0.02,0.07,10000,10498.519558434002,-0.10293775108189414,0.29512317183099057,0.03181244372606699,4.889390608494361,0.04864915979392521,0.009792940762659656,0.04985195584340017,281.97565056600007,72,0.4166666666666667,1.8142973625633065
20,20,0.03,0.03,10000,10271.710767621998,-0.42964586538043836,0.09802323149795739,0.016875202183613713,4.321993400113881,0.02680849619946227,0.005384668900668812,0.027171076762199847,354.06585538600007,92,0.5760869565217391,0.8344614617414313
20,20,0.03,0.05,10000,10623.278939952002,0.015896776163649342,0.4256133223055791,0.0491651228946939,4.120990075376045,0.06046262657374962,0.012185394583096715,0.06232789399520025,292.0026501040001,74,0.581081081081081,0.9902310788854094
20,20,0.03,0.07,10000,10731.025369010005,0.129320325270905,0.47068558100552216,0.058974412067030295,4.255506671277366,0.0705540200344428,0.014233584104218077,0.07310253690100053,264.22973999000004,67,0.4925373134328358,1.5010585872025053
40,5,0.01,0.03,10000,9730.293997482006,-1.744525885470826,-0.12524088268352487,-0.019256771839057663,4.5442963887836765,-0.027340981684061624,-0.005461918995337222,-0.026970600251799443,297.27362549400004,82,0.4268292682926829,0.989675929302721
40,5,0.01,0.05,10000,9626.208872116009,-1.5124801661431309,-0.1717408158258227,-0.021909782504770683,5.769517661339288,-0.038095623603891585,-0.007602193828925645,-0.03737911278839911,281.058195884,77,0.4025974025974026,1.024032734928947
