up_days,down_days,trail_percent,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
3,3,0.01,10000,9845.965250542002,-0.791065264899625,-0.1737166187570239,-0.04427934666449812,2.9955419792416613,-0.015523340961238065,-0.018631374169297603,-0.015403474945799826,114.93250045800002,30,0.5333333333333333,0.6485920703061723
3,3,0.02,10000,9672.401797547996,-1.2721988677070712,-0.48867556900369025,-0.07022141048338786,4.30991709312383,-0.03330843820074125,-0.03955105613401893,-0.032759820245200355,105.488140452,28,0.42857142857142855,0.7408121257812595
3,3,0.03,10000,9561.658369615996,-1.2148898043427432,-0.24764647517271704,-0.06058825357534369,7.042498717536421,-0.0448239113497472,-0.05285766164433504,-0.0438341630384004,100.29647038400002,27,0.4444444444444444,0.6916650613835617
3,3,0.04,10000,9723.416297404001,-0.9573689071007251,-0.15838925965134226,-0.040494028302940674,6.937158234519122,-0.0280480653467977,-0.03341042991366567,-0.027658370259599906,98.28348059599998,26,0.5,0.7086087696470907
3,3,0.05,10000,9775.336675347999,-0.6425447505058441,-0.14670055663555331,-0.03418452510371919,7.274217038825134,-0.02272254522490133,-0.027153761438708433,-0.02246633246520014,90.997068652,24,0.5416666666666666,0.6486345028541209
3,3,0.06,10000,9820.241159552003,-0.48263523640077327,-0.07531793746679523,-0.024812139233546894,8.72188891427359,-0.018139412930028322,-0.02173687037142619,-0.017975884044799748,88.032708448,23,0.5652173913043478,0.6416299574555838
3,3,0.07,10000,9701.139849686006,-1.0045126802848539,-0.12436514608259631,-0.04213906134693492,9.214382871331773,-0.03034170411159249,-0.036092691034362336,-0.029886015031399437,71.82300825400002,20,0.55,0.5374714015677395
3,3,0.08,10000,9744.606241773998,-0.8241401874439617,-0.19207759525252951,-0.050491714646638916,7.121531996450524,-0.025871167031068457,-0.03085778572554927,-0.02553937582260023,63.95260016600001,18,0.4444444444444444,0.8478865595584814
3,3,0.09,10000,10404.991956001997,1.9107039384566635,0.8187048130790944,0.18951441022638277,3.399661587773183,0.03970059376158447,0.049274314611264275,0.04049919560019971,62.541809938000014,17,0.5294117647058824,1.2635168525004257
3,3,0.1,10000,10346.867064975997,3.3582844400137057,0.867419387521742,0.1880414748240108,3.1507941421020815,0.03409868185859645,0.042177072963667586,0.034686706497599695,59.296749964000014,16,0.5,1.3272672508648593
3,4,0.01,10000,9683.749204949996,-1.9978120503597847,-0.5884944371967497,-0.1275227925081225,3.199668950600044,-0.03213595213153284,-0.03818575743216654,-0.031625079505000396,74.43650805000001,20,0.35,0.8286746052628191
3,4,0.02,10000,9824.341773848002,-1.2364461027007891,-0.4251803077465782,-0.08162964636036167,2.775040879343958,-0.01772193251118106,-0.021241946002397705,-0.017565822615199796,75.404108152,20,0.5,0.6610862431210666
3,4,0.03,10000,9716.34583295,-1.0344514676372998,-0.18282222340156426,-0.06973006065737473,5.333569238254255,-0.028775488318165676,-0.03426191091847504,-0.028365416704999917,73.61897005,20,0.55,0.5018680314099587
3,4,0.04,10000,9800.683453884001,-1.4804603841530748,-0.13586986090075004,-0.05179494576742849,5.363685536389389,-0.020132969557008544,-0.0240967894091973,-0.01993165461159988,70.65628011600002,19,0.5789473684210527,0.534078806026988
3,4,0.05,10000,9767.928890818,-1.6687856523178126,-0.1822252784665397,-0.05860431930932021,5.796467721539024,-0.023480636021927067,-0.028046867854912616,-0.023207110918199943,66.26991818200001,18,0.5555555555555556,0.5559140090685083
3,4,0.06,10000,9959.450529832007,-0.4962339166218042,-0.023117022182277697,-0.011248213926218017,7.19587685353481,-0.004063190606881176,-0.004910615009215377,-0.004054947016799269,64.11332816800001,17,0.6470588235294118,0.5174115692141306
3,4,0.07,10000,9954.290233874006,-0.6115143546001954,-0.014343264228043972,-0.007233268271172795,7.349320169759064,-0.004581455470799658,-0.00553523334191255,-0.004570976612599406,60.612568066000016,17,0.6470588235294118,0.4432041672606049
3,4,0.08,10000,10329.673396987999,0.6016265166084777,1.1219841300394255,0.21339936859171005,2.912288205971718,0.03243557269556503,0.04007928293885754,0.03296733969879988,53.17545995200001,15,0.6,1.0798139678684069
3,4,0.09,10000,10791.109648261998,2.443151009615494,1.8487606171252549,0.46002732753566095,3.0291007532350767,0.07613752142034948,0.09663185842446333,0.07911096482619978,55.604089678000015,15,0.6666666666666666,1.298391810606744
3,4,0.1,10000,10456.94489417,0.5817905127487404,1.2485738597346348,0.270183469234871,3.3016992915537053,0.04468124785333284,0.05562504402369945,0.04569448941699993,50.61890977000001,14,0.5714285714285714,1.208772722919587
3,5,0.01,10000,9717.728287728001,-1.1446196514595266,-0.47389041466929815,-0.10833280458096198,3.5321337304725806,-0.02863321709168502,-0.03409543513351731,-0.02822717122719987,71.615528272,19,0.42105263157894735,0.6189712146605502
3,5,0.02,10000,9714.498910609998,-1.4181935468795843,-0.6739835958646244,-0.1179138468122526,3.4678997667717693,-0.028965590433636102,-0.03448431026382271,-0.028550108939000167,67.55502839,18,0.4444444444444444,0.5963360037823144
