trail_percent,long_spike,short_spike,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
0.01,1.03,0.9,10000,10044.458161815783,-3.4986115446859554,,0.9105717136892795,0.3063599654350107,0.0044359627344337975,0.004463568068361533,0.004445816181578266,14.334697051841681,4,0.75,1.2602156959289117
0.01,1.03,0.91,10000,10044.458161815783,-3.4986115446859554,,0.9105717136892795,0.3063599654350107,0.0044359627344337975,0.004463568068361533,0.004445816181578266,14.334697051841681,4,0.75,1.2602156959289117
0.01,1.03,0.92,10000,10044.458161815783,-3.4986115446859554,,0.9105717136892795,0.3063599654350107,0.0044359627344337975,0.004463568068361533,0.004445816181578266,14.334697051841681,4,0.75,1.2602156959289117
0.01,1.03,0.93,10000,10044.458161815783,-3.4986115446859554,,0.9105717136892795,0.3063599654350107,0.0044359627344337975,0.004463568068361533,0.004445816181578266,14.334697051841681,4,0.75,1.2602156959289117
0.01,1.03,0.94,10000,10044.458161815783,-3.4986115446859554,,0.9105717136892795,0.3063599654350107,0.0044359627344337975,0.004463568068361533,0.004445816181578266,14.334697051841681,4,0.75,1.2602156959289117
0.01,1.03,0.95,10000,10044.458161815783,-3.4986115446859554,,0.9105717136892795,0.3063599654350107,0.0044359627344337975,0.004463568068361533,0.004445816181578266,14.334697051841681,4,0.75,1.2602156959289117
0.01,1.03,0.96,10000,10049.61418220496,-4.627476404222781,1.305724720238125,0.6323807662314603,0.3281436534987702,0.004949150943778443,0.004981233976618992,0.004961418220495943,21.364230242663012,6,0.6666666666666666,1.7807649886357027
0.01,1.03,0.97,10000,10037.773428821662,-2.7315546383110485,0.6839433090357925,0.3604813957446759,0.3285315710553077,0.003770226637243214,0.0037924205574611583,0.003777342882166158,28.538082059943235,8,0.625,1.1859681437154466
0.01,1.04,0.9,10000,10033.45350613405,-4.978446599844623,,0.912690732329136,0.30669677751290414,0.003339767376500004,0.0033587010610664323,0.003345350613405026,10.528423291300966,3,0.6666666666666666,1.546179043494375
0.01,1.04,0.91,10000,10033.45350613405,-4.978446599844623,,0.912690732329136,0.30669677751290414,0.003339767376500004,0.0033587010610664323,0.003345350613405026,10.528423291300966,3,0.6666666666666666,1.546179043494375
0.01,1.04,0.92,10000,10033.45350613405,-4.978446599844623,,0.912690732329136,0.30669677751290414,0.003339767376500004,0.0033587010610664323,0.003345350613405026,10.528423291300966,3,0.6666666666666666,1.546179043494375
0.01,1.04,0.93,10000,10033.45350613405,-4.978446599844623,,0.912690732329136,0.30669677751290414,0.003339767376500004,0.0033587010610664323,0.003345350613405026,10.528423291300966,3,0.6666666666666666,1.546179043494375
0.01,1.04,0.94,10000,10033.45350613405,-4.978446599844623,,0.912690732329136,0.30669677751290414,0.003339767376500004,0.0033587010610664323,0.003345350613405026,10.528423291300966,3,0.6666666666666666,1.546179043494375
0.01,1.04,0.95,10000,10033.45350613405,-4.978446599844623,,0.912690732329136,0.30669677751290414,0.003339767376500004,0.0033587010610664323,0.003345350613405026,10.528423291300966,3,0.6666666666666666,1.546179043494375
0.01,1.04,0.96,10000,10038.609526523227,-7.503973497811089,1.2182535115968551,0.5900193204111059,0.32850414938028366,0.0038535183042640634,0.003876364709100577,0.003860952652322703,17.557956482122297,5,0.6,1.9955805000667781
0.01,1.04,0.97,10000,10026.76877313993,-3.5817146334992573,0.5536408972303707,0.2275786907986165,0.42130431658584805,0.002673300858981615,0.00268755648224667,0.002676877313992918,24.731808299402516,7,0.5714285714285714,1.2690701769622752
0.01,1.05,0.9,10000,10049.441929120574,-3.045149603937506,0.002462958101524957,9.783280816899014,0.06344144190486604,0.004932010528483795,0.004963939701043582,0.004944192912057406,7.0730100995870195,2,1.0,0
0.01,1.05,0.91,10000,10049.441929120574,-3.045149603937506,0.002462958101524957,9.783280816899014,0.06344144190486604,0.004932010528483795,0.004963939701043582,0.004944192912057406,7.0730100995870195,2,1.0,0
