trail_percent,long_spike,short_spike,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
0.01,1.03,0.9,10000,9679.118252577988,-1.552324321371615,-0.21018787283492577,-0.020891777859836477,5.042562046224021,-0.03261428546418254,-0.006506776725004603,-0.03208817474220123,276.37158042199997,79,0.5189873417721519,0.6664358306169942
0.01,1.03,0.91,10000,9792.40902749199,-1.8184848914892882,-0.1365816730106549,-0.016066523555038504,4.252844185051826,-0.020977596498037588,-0.00419004886865336,-0.020759097250800915,279.81084050799996,79,0.5316455696202531,0.7152467099960131
0.01,1.03,0.92,10000,9747.909238537988,-1.8566775927512214,-0.16321100695354046,-0.01697545983381913,4.7620798526901345,-0.025532268052233218,-0.005097473133454901,-0.025209076146201187,285.97060046200005,81,0.5185185185185185,0.7246883256652468
0.01,1.03,0.93,10000,9818.211583615988,-1.7607576713441984,-0.1243497290422918,-0.011709311744703646,4.866934216143973,-0.018346107008200673,-0.0036654017497774923,-0.018178841638401173,295.258380384,83,0.5180722891566265,0.7770755473002189
0.01,1.03,0.94,10000,9806.05943981599,-1.8176927024243332,-0.10268024150894085,-0.010945760798782025,5.373981034608627,-0.019584588207198564,-0.003912355492359744,-0.01939405601840099,304.40044018400005,86,0.5348837209302325,0.7259444829268253
0.01,1.03,0.95,10000,9828.861969021991,-1.81724996746757,-0.08525255779862892,-0.009827501750322062,4.964782866124773,-0.0172619367453168,-0.0034491674239374337,-0.017113803097800882,328.2378799780001,92,0.532608695652174,0.7601672338350816
0.01,1.03,0.96,10000,9738.141883113987,-1.4877761186690799,-0.11815884475291064,-0.014449051375782658,4.502543613222794,-0.026534765293058406,-0.005297088954224025,-0.02618581168860128,367.677799886,105,0.5333333333333333,0.7163797534702513
0.01,1.03,0.97,10000,9626.38841148399,-2.6439810020218406,-0.15615799794534702,-0.01737766522873403,4.0741676830938545,-0.03807697267951594,-0.007592473744764097,-0.037361158851601066,485.8916405160001,138,0.5,0.7998569116610218
0.01,1.04,0.9,10000,9941.333801425997,-1.4506562419401399,-0.07171581254886449,-0.025481265025239928,1.6301642982414926,-0.0058838960734745325,-0.0011770206754180628,-0.005866619857400292,130.51585957399996,37,0.6216216216216216,0.5392078705063246
0.01,1.04,0.91,10000,10062.314618387996,-1.0810806565723174,0.06832315338683978,0.026159598759447657,1.5527990846285076,0.006212126563588117,0.0012441855051408912,0.006231461838799623,133.835099612,37,0.6486486486486487,0.6136809396579102
0.01,1.04,0.92,10000,10009.326107433993,-1.3466295301623996,0.007566690469689328,0.002118216333771252,2.058404125150337,0.0009321761321943865,0.00018660071617783504,0.0009326107433993456,140.183579566,39,0.6153846153846154,0.6362113486470534
0.01,1.04,0.93,10000,10104.379931429987,-0.8277549870088529,0.11799123632972801,0.02774682244131444,2.145244939174444,0.010383893428556452,0.0020805896610838026,0.010437993142998675,157.05991956999998,43,0.6046511627906976,0.8005028363731658
0.01,1.04,0.94,10000,10084.014148663993,-1.025802714309618,0.06002425505223827,0.016414652642799843,2.693192978935428,0.008366319411166336,0.0016759958379614197,0.008401414866399318,166.785599336,46,0.6304347826086957,0.6763938346264303
0.01,1.04,0.95,10000,10117.814217765992,-0.8948448528576701,0.07841428804530777,0.024057955595092127,2.2003391820969287,0.011712561150095387,0.00234712303413882,0.0117814217765992,195.52551923399997,54,0.5925925925925926,0.8096191236913849
0.01,1.04,0.96,10000,9998.906980807986,-1.349841419341619,-0.002914266997326693,-0.0009291733488293394,1.9542478250365372,-0.0001093078930915229,-2.187870351634382e-05,-0.00010930191920142533,251.48265919199997,71,0.5774647887323944,0.7307979234804953
0.01,1.04,0.97,10000,9833.832812099996,-1.296087308815,-0.09830401231114534,-0.011996696487358544,3.413985013644177,-0.016756325155528592,-0.003348308747770793,-0.016616718790000415,377.5771398999999,106,0.5,0.8746099057463632
0.01,1.05,0.9,10000,9849.003283261995,-4.461989281053267,-0.32186423085136323,-0.10847456649998985,1.5145758938668605,-0.01521483244660148,-0.0030407509838592667,-0.015099671673800549,84.456519738,24,0.5,0.6476001191095639
0.01,1.05,0.91,10000,9968.189697229995,-2.3813143868127145,-0.0686467980195769,-0.024291368888292756,1.4884262298794422,-0.003186100509041731,-0.0006375229295850468,-0.0031810302770005363,86.77015976999999,24,0.5416666666666666,0.7759290191350096
0.01,1.05,0.92,10000,9916.99558926999,-2.7823809971150673,-0.16433109514289312,-0.04205503774319246,1.9943568247093997,-0.008335081554703173,-0.001666949484395449,-0.008300441073000911,94.12423973,26,0.5,0.8089582954194926
0.01,1.05,0.93,10000,10010.123556279987,-1.4302207027730627,0.01743291305649207,0.003900019279147731,1.8228972142320974,0.0010118435416197253,0.00020254995645236357,0.0010123556279986587,110.33643971999996,30,0.5,1.0266450260632674
0.01,1.05,0.94,10000,9989.889227505993,-2.4118733901057885,-0.013606762238809094,-0.004401654873698621,2.182725840249235,-0.0010115887327979813,-0.0002024579463605253,-0.0010110772494006596,119.72065949399997,33,0.5454545454545454,0.815043126985279
0.01,1.05,0.95,10000,10033.898226699992,-1.542313844015716,0.028490740561539635,0.010985523137416974,1.6710311351584994,0.0033840901722463753,0.0006775850753952036,0.003389822669999194,154.10163929999996,42,0.5238095238095238,0.9615354430646493
0.01,1.05,0.96,10000,9923.330557697986,-3.289788217679521,-0.05810629488414998,-0.021254307773049347,1.6175214175292705,-0.0076964863424719455,-0.0015393339116447958,-0.007666944230201443,209.549199302,59,0.5254237288135594,0.8160131705442462
0.01,1.05,0.97,10000,9853.41550080199,-1.418480750775371,-0.10683676650635615,-0.012384193614833389,3.2804336574958106,-0.01476694656394811,-0.002951371249787081,-0.014658449919801024,339.81450019799985,95,0.47368421052631576,0.9765626510203568
0.01,1.06,0.9,10000,9787.124741045995,-2.875227903286899,-0.7012859125190462,-0.17275620354603174,2.128752589540054,-0.021517373046015333,-0.00429763141604202,-0.02128752589540054,52.35519995400001,15,0.4666666666666667,0.40939936000971744
0.01,1.06,0.91,10000,9892.330982099997,-4.73483321937344,-0.33377751957162355,-0.13015037553229436,1.3551296504933728,-0.010825284321242598,-0.002164430762454167,-0.010766901790000338,56.82899990000001,16,0.5,0.6753998346447644
0.01,1.06,0.92,10000,9846.631734187995,-6.174804034541619,-0.40111891238488057,-0.11609445096966278,1.81083583273763,-0.015455652210306453,-0.003088805463233137,-0.015336826581200513,67.62815981200002,19,0.47368421052631576,0.6660523973486553
0.01,1.06,0.93,10000,9947.724019193995,-2.8658245809363416,-0.13640731718514434,-0.03830724033062751,1.5604287735433113,-0.005241309778485904,-0.0010485444631151142,-0.005227598080600546,81.806019806,23,0.4782608695652174,0.9119074882926003
0.01,1.06,0.94,10000,9915.190292407993,-2.820170416053256,-0.10919131315227758,-0.03865867821596944,2.187654604187278,-0.008517138830462451,-0.0017033284533788976,-0.008480970759200682,92.559659592,26,0.5384615384615384,0.6794383284131815
0.01,1.06,0.95,10000,9956.853361629992,-2.7186309070315153,-0.047363345433252525,-0.01795065869574825,1.797681182871345,-0.004323998860349391,-0.0008651122406926128,-0.004314663837000808,129.37657936999997,36,0.5,0.9197531049620952
0.01,1.06,0.96,10000,9837.64141354599,-2.6606943945511996,-0.13069800648938737,-0.03862869721350754,2.1294623103449313,-0.01636910440634672,-0.0032710596048066954,-0.016235858645400912,179.13839945399997,51,0.5294117647058824,0.6829321173960502
0.01,1.06,0.97,10000,9828.726878621988,-1.8278695863902013,-0.13141261788165437,-0.017088322550327606,2.9846364839565758,-0.017275681096269722,-0.0034519089848884296,-0.017127312137801165,315.35320037799994,88,0.4772727272727273,0.9273310837424898
0.01,1.07,0.9,10000,9912.720536941997,-3.0316397926451306,-0.46831683570165045,-0.1752334309029504,1.0023485603625966,-0.008766257913156005,-0.001753105669264394,-0.008727946305800288,45.659440058,13,0.5384615384615384,0.49583580112128384
0.01,1.07,0.91,10000,10007.213138007995,-2.1518374707649253,0.0303540260964461,0.010786772723366376,1.035192521421739,0.0007210537790306076,0.00014433571509189658,0.000721313800799544,50.656899992,14,0.5714285714285714,0.7749514489952647
