up_days,down_days,trail_percent,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
3,3,0.01,10000,9810.906722009984,-1.961357158284424,-0.08906618817021733,-0.007681867195579795,3.515303087594084,-0.0190903953485618,-0.0038168464012689495,-0.018909327799001584,669.5856649899999,182,0.4945054945054945,0.9040639408768438
3,3,0.02,10000,10021.267100977984,-0.5779303061229342,0.004376239281423622,0.0004430229724569692,3.7789664627286097,0.002124451851068997,0.00042565643759963226,0.002126710097798423,546.6741360380001,146,0.5136986301369864,0.9413719005351547
3,3,0.03,10000,10537.771771928004,-0.07859155863286595,0.2917434636474841,0.04218738130897465,2.68881812208429,0.05238102093164477,0.01054810261963539,0.053777177192800445,436.4865301040002,113,0.584070796460177,0.9075365214486412
3,3,0.04,10000,10979.623251248004,0.3008633464766952,0.7191056400252754,0.0754314237301635,3.351322128146188,0.09345603022616422,0.018897256917046853,0.09796232512480037,360.10988078399987,92,0.6195652173913043,0.9397275230978684
3,3,0.05,10000,10793.986040027996,0.1437222227225336,0.4982738222132881,0.04955546023548695,4.7879018634396715,0.07640403789306398,0.015422824274737526,0.07939860400279958,311.68291602799997,80,0.5875,0.9804813280368457
3,3,0.06,10000,10333.729614812004,-0.14831491227771243,0.18623401074310458,0.017309125566766895,6.624300097751065,0.03282817190817181,0.006597742432238082,0.0333729614812004,258.50883524400007,68,0.5294117647058824,0.9984561144119387
3,3,0.07,10000,10608.032624644004,0.012117161519193306,0.5374393697773286,0.034486049263872255,7.07028598642762,0.05902641592022229,0.011894231949870526,0.06080326246440036,233.325035332,60,0.5666666666666667,0.9665984776450072
3,3,0.08,10000,9919.878813383995,-0.9890279949564199,-0.08601730579504042,-0.006490139600168078,7.887829413157794,-0.008044388164627386,-0.0016101378019959904,-0.008012118661600471,198.82209463200002,53,0.49056603773584906,0.9630886704946422
3,3,0.09,10000,9619.652825050001,-0.6484197731040326,-0.5546104335528386,-0.020941020936142737,11.76990763808955,-0.038776917839790814,-0.007737622549270569,-0.038034717494999856,160.695459966,43,0.4418604651162791,0.9856732906036106
3,3,0.1,10000,9793.83530538201,-0.4428236351650492,-0.4273839767551984,-0.01642321697240969,12.094678693400386,-0.020831955724002413,-0.0041643200499885185,-0.020616469461798986,147.012499658,39,0.4358974358974359,1.0789729692590122
3,4,0.01,10000,9673.01547069797,-1.4580159855049866,-0.17177522015203806,-0.012542870704776388,4.996076892041063,-0.03324499442574592,-0.006637443840088594,-0.03269845293020299,498.7172343019998,135,0.48148148148148145,0.8127671273756968
3,4,0.02,10000,10244.197978579989,-0.7832318320992453,0.12491688405558729,0.01977932718841214,2.5665552398159295,0.02412640145285005,0.004844649190140992,0.024419797857998856,435.2284454359999,116,0.5603448275862069,0.9014382420194227
3,4,0.03,10000,10562.318571462005,-0.04523916891042868,0.2949197316012943,0.044783498944588995,3.097664762300587,0.05470772287540676,0.011019208858106908,0.05623185714620049,377.2845495700001,97,0.5979381443298969,0.9006224124790335
3,4,0.04,10000,10863.823690484007,0.24148682167415284,0.5294189346180952,0.06719808225473647,3.6461485753911256,0.08285324890599739,0.016735489465699995,0.08638236904840069,331.39723554799986,84,0.6190476190476191,0.9078304994547925
3,4,0.05,10000,11122.075334673993,0.3610173851258463,0.6462550676320399,0.0786262339951772,4.643786282668476,0.10634680923103301,0.0215317090129721,0.1122075334673993,292.15105038199994,73,0.6575342465753424,0.8550453100512599
3,4,0.06,10000,10656.859264874001,0.03735406000006992,0.48109695707355055,0.03487051596060872,7.38162876897478,0.06361865427167848,0.012825509667742289,0.06568592648740014,237.38454418200004,61,0.5737704918032787,0.9661197561270525
3,4,0.07,10000,10553.306688579998,-0.015944541909154265,0.5225190212570171,0.03572623792391853,7.204571221028604,0.05385414801620296,0.010846353123105125,0.05533066885799981,203.758889396,52,0.5769230769230769,0.9283483133998124
3,4,0.08,10000,10364.248769710008,-0.13308836187388545,0.3013998008608254,0.03174777553962061,6.19885030767689,0.035777172670350264,0.007192553471222892,0.036424876971000775,170.10472930600002,44,0.5454545454545454,0.9510132909378065
3,4,0.09,10000,9985.920184298007,-0.2631234299128315,-0.05094390174896722,-0.002372921783220046,9.907586343921619,-0.0014089737076337886,-0.00028220291914852737,-0.001407981570199263,158.635844718,41,0.4878048780487805,0.9903939555037049
3,4,0.1,10000,10338.470147238006,-0.08412066443826031,0.22786998641205003,0.018614893124304754,9.553443704180294,0.03328681032727241,0.006690226353167423,0.03384701472380057,140.477939802,36,0.5277777777777778,0.9685273012201786
3,5,0.01,10000,9861.67055140198,-3.117670013336808,-0.1037132730363755,-0.012673456284360956,2.4022181422147604,-0.013929511610778903,-0.0027864420633036376,-0.013832944859802047,435.86988959800004,117,0.5042735042735043,0.8441118335646333
3,5,0.02,10000,10056.044372421991,-1.2740231368338393,0.030911337950402854,0.004090543304480577,2.8391159379749724,0.0055887908161851695,0.001120162116706566,0.005604437242199128,383.7897105940001,103,0.5339805825242718,0.888502240632917
3,5,0.03,10000,10799.800597212,0.24324862725662658,0.5493007011900625,0.11780036370600293,1.871379063034369,0.07694257774456999,0.015532373192849011,0.07998005972120009,340.64006482,87,0.6551724137931034,0.8581185788621013
3,5,0.04,10000,10933.740252420002,0.39117882388535324,0.8137077334437403,0.08982684644606584,3.3546566989546553,0.08926835124450896,0.018042895691742375,0.09337402524200024,292.19075561200003,74,0.6351351351351351,0.938554539957999
