Lookback,Exit After,Stop Loss,Take Profit,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
5,5,0.01,0.03,10000,9627.673537840003,-12.796222736762003,-0.83671100900133,-0.0531168560500923,4.415178409168071,-0.03794348122599262,-0.03737817603269221,-0.03723264621599974,157.76652016000006,41,0.2682926829268293,1.360104809993729
5,5,0.01,0.05,10000,9647.859045740004,-8.460961564364252,-0.7989585675460608,-0.05391421791209053,4.213549363568972,-0.03584906280291994,-0.03535188108608832,-0.035214095425999584,154.05106026000004,40,0.275,1.3502141490424862
5,5,0.01,0.07,10000,9465.484767632006,-10.59810920772704,-1.205862669295419,-0.060486075750548256,5.740397913033729,-0.05493309277879322,-0.053658659275741635,-0.0534515232367994,153.07540036800003,40,0.225,1.0465289118476004
5,5,0.02,0.03,10000,9769.326673149999,-3.3709258283582924,-0.33070348714752246,-0.048371810200025345,3.416012967805672,-0.023337547108562947,-0.023158161976882613,-0.02306733268500011,139.67323985000002,36,0.3611111111111111,1.1812466672130046
5,5,0.02,0.05,10000,9767.728937935995,-3.79790911258764,-0.33599881492466827,-0.05157471180030696,3.317069655366667,-0.02350110657723315,-0.02331855707996086,-0.023227106206400457,135.751080064,35,0.37142857142857144,1.1075611243014891
5,5,0.02,0.07,10000,9578.451661811996,-2.4726306569917966,-0.625277519077966,-0.06352316263561188,4.907920165452815,-0.043069136013802405,-0.042319176546256825,-0.0421548338188004,135.43842018800004,35,0.3142857142857143,0.910923152169243
5,5,0.03,0.03,10000,9549.22444328599,-20.910181381332098,-0.5050851140289598,-0.06400105949334378,5.387952463362093,-0.046125151926249226,-0.04525302139254438,-0.04507755567140102,130.075279714,34,0.38235294117647056,0.8149103387459317
5,5,0.03,0.05,10000,9433.851456175993,-10.859348370913393,-0.6516278777822047,-0.06801260883718939,6.394764553897465,-0.058280653838301104,-0.05683387717309874,-0.0566148543824007,129.78851982400002,34,0.3235294117647059,0.8598698584031541
5,5,0.03,0.07,10000,9268.304518953997,-4.85316339099752,-0.9036529578407023,-0.07050457179286096,8.027385114826018,-0.07598462993370093,-0.07345008280658454,-0.07316954810460029,128.77548004599998,34,0.29411764705882354,0.6740801183843899
5,7,0.01,0.03,10000,9744.174088179998,-16.373362135448026,-0.6941994852185825,-0.05137480887790886,3.2846121417433025,-0.025915515993574497,-0.02568319367736844,-0.025582591182000215,151.56587982,39,0.28205128205128205,1.5683673947790135
5,7,0.01,0.05,10000,9727.726057077996,-10.635232724534166,-0.7437777351173726,-0.053420242995338214,3.4488520023371634,-0.02760492841777011,-0.0273343737405679,-0.02722739429220037,147.613959922,38,0.2894736842105263,1.4177420078381329
5,7,0.01,0.07,10000,9577.08035117,-3.462929100815973,-1.160616504907176,-0.06175126617352284,4.658355744296002,-0.043212312475141075,-0.04245683028803397,-0.042291964883000036,146.98965983,38,0.23684210526315788,1.2823425319901787
5,7,0.02,0.03,10000,9804.989079033996,-3.815668155858262,-0.3059136451158374,-0.045870898853305336,3.2257745694123665,-0.01969374716236907,-0.01957802014470626,-0.019501092096600406,132.13071996600002,34,0.38235294117647056,1.1479588328616825
5,7,0.02,0.05,10000,9790.022544882,-6.689349737692103,-0.3334591904277003,-0.04594022025464193,3.677550644782877,-0.021221333606270053,-0.021080513859226508,-0.020997745511799986,124.007380118,32,0.40625,0.9649044522218857
5,7,0.02,0.07,10000,9635.880959988004,-2.821824200609749,-0.6066318480197879,-0.06267509439435873,4.688126294416724,-0.03709136199269641,-0.03655428708575828,-0.036411904001199584,123.698960012,32,0.34375,0.884080520228387
5,7,0.03,0.03,10000,9670.364912164,-7.747854448904869,-0.39235984089276416,-0.06187573658862487,4.313149341547651,-0.03351904771923422,-0.03309264017031961,-0.03296350878360008,122.96469983600002,32,0.4375,0.758403722350867
5,7,0.03,0.05,10000,9612.932348120003,-8.717679564862959,-0.47787155136605475,-0.059726132957044285,5.4182774678961,-0.03947578147596006,-0.03885793976061469,-0.03870676518799974,118.33753988000002,31,0.41935483870967744,0.6987459569442566
5,7,0.03,0.07,10000,9438.171341166004,-8.101226704329576,-0.7570413329540785,-0.07094107466593881,6.663545025644647,-0.05782284546112292,-0.05640026790191194,-0.05618286588339961,118.40851983400002,31,0.3548387096774194,0.6376877065229327
5,9,0.01,0.03,10000,9723.974637041998,-9.879333942203885,-0.7279653299145282,-0.052248154115218985,3.4863113614495376,-0.027990644828021414,-0.02771096862434449,-0.0276025362958002,151.525399958,39,0.2564102564102564,1.7130107713224019
5,9,0.01,0.05,10000,9731.890419141999,-8.21730357156725,-0.7263874767740384,-0.054144979047378215,3.4408224508858085,-0.027176927985936176,-0.026916324048833498,-0.02681095808580012,143.66971985799998,37,0.2702702702702703,1.5624579048015792
5,9,0.01,0.07,10000,9497.118772994003,-2.561431881827453,-1.2443070158845708,-0.07073482086510646,5.200590412902466,-0.051596627441632896,-0.05048332944853773,-0.05028812270059971,139.28132000600002,36,0.19444444444444445,1.2759140973314755
5,9,0.02,0.03,10000,9737.54510677,-5.572437633102155,-0.4047399338249617,-0.05154495502770241,3.864595349747883,-0.026596049533710375,-0.026348663232028818,-0.026245489323000037,131.82470023000002,34,0.3235294117647059,1.3321087942526977
5,9,0.02,0.05,10000,9688.999694116004,-3.3752931673861366,-0.5204111307308097,-0.06655863930408162,4.016766912819621,-0.031593903161412994,-0.031221980410434818,-0.03110003058839957,116.230339884,30,0.3,1.2257063558977102
5,9,0.02,0.07,10000,9650.997479804,-2.8722378525209966,-0.6109205441184199,-0.06893004564493563,4.5074039875189476,-0.03552381720222762,-0.035036832103460494,-0.034900252019599974,112.092420196,29,0.27586206896551724,1.2326862989034595
5,9,0.03,0.03,10000,9687.148330063997,-5.141409719586758,-0.3841930777175097,-0.06306488304194034,4.146252542425461,-0.03178500038624121,-0.03140783094524669,-0.031285166993600254,119.07131993600001,31,0.41935483870967744,0.8526890054760495
5,9,0.03,0.05,10000,9447.403486404004,-4.623634323013611,-0.7654403840990012,-0.08504583755819967,6.129566181599386,-0.05684515258624917,-0.055473586931086505,-0.05525965135959959,107.34657959599998,28,0.32142857142857145,0.7557569639897622
5,9,0.03,0.07,10000,9391.517401996001,-3.7027287768097414,-0.9306037797555436,-0.08765349410810015,6.7951910913775,-0.06277821517271284,-0.061083123934038155,-0.060848259800399866,103.062480004,27,0.2962962962962963,0.7390206040244901
5,11,0.01,0.03,10000,9745.092271133997,-16.90202130326192,-0.6917248878953096,-0.051332954944526527,3.2754437349334347,-0.025821291517624433,-0.025591019072156978,-0.02549077288660028,151.567719866,39,0.28205128205128205,1.5718742512969484
