Lookback,Exit After,Stop Loss,Take Profit,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
5,5,0.01,0.03,10000,9605.057602936002,-0.4028901566739785,-0.06165624678234232,-0.004004982165351207,12.931565075101645,-0.04029529960920772,-0.008039382332955968,-0.03949423970639982,780.604419124,200,0.42,1.253158219843214
5,5,0.01,0.05,10000,9649.616921986022,-0.5523032864909343,-0.05759767946875147,-0.004772700974919354,10.163785713326474,-0.035666875634627025,-0.007119253140505622,-0.035038307801397786,747.0746790740001,192,0.3645833333333333,1.607439820096594
5,5,0.01,0.07,10000,9733.866560334005,-0.4187057570578604,-0.04479413941555269,-0.00373579194652195,10.323215177087246,-0.02697389029252632,-0.005388782948026632,-0.026613343966599496,733.1051987260005,185,0.35135135135135137,1.7338992440748504
5,5,0.02,0.03,10000,9727.595278563998,-0.32606684260069113,-0.04333040741794579,-0.003021547682114465,12.283927469261865,-0.027618372401731504,-0.005517180305198426,-0.027240472143600165,761.5369194960001,194,0.4587628865979381,1.1040338594665344
5,5,0.02,0.05,10000,10063.819579061994,-0.30408685474553315,0.007893915595402206,0.0008471524357425052,8.100898215886005,0.006361679444637164,0.0012751710205412378,0.006381957906199386,736.3804350000003,183,0.4262295081967213,1.3576272290559883
5,5,0.02,0.07,10000,9973.969599513994,-0.29707981135318706,-0.0065897119155895745,-0.0006826350786676117,8.508600351713879,-0.0026064338480913025,-0.0005219792458272606,-0.0026030400486006327,719.5305545480002,177,0.4067796610169492,1.4436456780072444
5,5,0.03,0.03,10000,9887.129956408016,-0.29451715538367684,-0.01895299384914269,-0.0017778553697695358,9.476227462761557,-0.011351185995511893,-0.0022712632486501247,-0.011287004359198364,745.9018396520003,188,0.4946808510638298,0.9910124977133168
5,5,0.03,0.05,10000,10310.310949629997,-0.14538546760346324,0.052346919526037525,0.006901658430373585,6.071645954686253,0.030559364582928652,0.006140364947909489,0.031031094962999668,719.0533994340003,176,0.4431818181818182,1.3311735523172812
5,5,0.03,0.07,10000,10209.744332946006,-0.16397193436408822,0.03498314490262424,0.004667486743232208,6.2427786664824305,0.020757498021401314,0.004166756654032198,0.020974433294600567,701.9857751160005,170,0.4235294117647059,1.4127188768214551
5,7,0.01,0.03,10000,9625.914192660002,-0.401481580800627,-0.05827868174224335,-0.004010323006812507,12.35824143117234,-0.03812623627502797,-0.007608279459562413,-0.03740858073399977,769.5178794,198,0.41919191919191917,1.2629292333763003
5,7,0.01,0.05,10000,9939.364118514008,-0.5280233756257309,-0.011655782491612057,-0.0012020038130101016,8.04317807450906,-0.00608204635233952,-0.0012176012697858363,-0.006063588148599228,743.513799548,188,0.3617021276595745,1.7357777900801659
5,7,0.01,0.07,10000,10087.438348557984,-0.25942239423581437,0.013039055133402882,0.0011732710263686246,9.340131932751245,0.008705828916230876,0.001745455469483521,0.008743834855798377,706.531755504,174,0.3505747126436782,1.8815207518060355
5,7,0.02,0.03,10000,9855.998799106017,-0.2742191572554976,-0.023831337317602886,-0.0017510471066720303,11.665078964575876,-0.014504808046840324,-0.00290135653728951,-0.014400120089398297,749.7632599539997,192,0.4635416666666667,1.1156867020531296
5,7,0.02,0.05,10000,10484.393008391995,-0.0770085896513909,0.0756202931549189,0.009529315008379361,6.92287938930491,0.04730267825745431,0.009520611654414767,0.04843930083919949,720.6832156719998,176,0.4375,1.4097116888463848
5,7,0.02,0.07,10000,10333.30692140997,-0.11953055509930034,0.055252050352637666,0.006439027956490615,7.516643599701126,0.03278726682714081,0.006589494381388679,0.03333069214099705,685.0715316540004,164,0.40853658536585363,1.5415287967280562
5,7,0.03,0.03,10000,10117.893150948019,-0.21565682327461272,0.016064940831676623,0.0018920485614781113,7.542335961342358,0.011720362526206268,0.002350557409238521,0.011789315094801895,736.0250001140001,185,0.5027027027027027,1.007983564251587
