Short Period,Long Period,Exit After,Stop Loss,Take Profit,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
5,50,5,0.01,0.03,10000,9653.108184633995,-1.6528733837258707,-0.3137248145665949,-0.050472277784616174,4.4460126484690425,-0.035305137831621536,-0.0070417260464485576,-0.03468918153660052,147.791840366,40,0.35,1.0363656085742174
5,50,5,0.01,0.05,10000,9412.49248615999,-2.16239981553964,-0.5270856160502232,-0.06086837126373576,6.303618159883751,-0.06054729815148752,-0.012045937683332335,-0.05875075138400098,147.11749984000002,40,0.25,1.1006455026747899
5,50,5,0.01,0.07,10000,9518.926591049989,-1.7244608390353606,-0.4275028563430437,-0.059532906192375244,5.259444410374295,-0.04930300358884129,-0.009819899604349765,-0.048107340895001106,147.15335995,40,0.275,1.252605046755842
5,50,5,0.02,0.03,10000,9809.087630349997,-1.717499222991748,-0.15701526120228207,-0.03537596483668596,3.495891762455096,-0.019275827783712386,-0.0038507942448892207,-0.01909123696500028,148.89240064999998,40,0.425,1.011492619096947
5,50,5,0.02,0.05,10000,9641.386038801991,-1.656937485904074,-0.3208441872736473,-0.05317486204599562,4.6014924526333125,-0.036520214748226254,-0.0072831924808240195,-0.03586139611980088,141.214080198,38,0.34210526315789475,1.1053153267110953
5,50,5,0.02,0.07,10000,9743.13081976399,-1.3294894913423965,-0.22810214503848472,-0.03810297261217592,4.6014924526333125,-0.02602258758935778,-0.0051951098648176895,-0.025686918023600992,141.259300236,38,0.3684210526315789,1.1849719452382257
5,50,5,0.03,0.03,10000,9763.043447532003,-1.2895587185694197,-0.19727215816495264,-0.03611665711076954,4.255803323285083,-0.023980912536916203,-0.004788490472955005,-0.023695655246799653,148.086660468,40,0.475,0.8006553349347474
5,50,5,0.03,0.05,10000,9564.617027121998,-1.3778274838525855,-0.39596980198018256,-0.05352353980811025,5.571069410794981,-0.044514529886997216,-0.008870401167795234,-0.0435382972878002,140.263159878,38,0.3684210526315789,0.9470219878022728
5,50,5,0.03,0.07,10000,9643.406006119998,-1.1546690261537276,-0.3242902294117701,-0.04379270498800013,5.571069410794981,-0.03631072663752343,-0.00724156609830134,-0.0356593993880002,140.35419987999998,38,0.39473684210526316,0.9645799488364315
5,50,10,0.01,0.03,10000,9691.387875643994,-1.4937170442512808,-0.2807156305911451,-0.04580313522170847,4.356983428058041,-0.03134744972682806,-0.006254826303709055,-0.030861212435600645,148.862140356,40,0.35,1.1299072915182127
5,50,10,0.01,0.05,10000,9485.707696051988,-1.7742847981104788,-0.4647046001193643,-0.05686342552552565,5.892978579729164,-0.05279888026052662,-0.010512516644548456,-0.0514292303948012,147.55223994800002,40,0.25,1.3490551434567988
5,50,10,0.01,0.07,10000,9673.124378027991,-1.1816623640002273,-0.2957711789141606,-0.04202860260872543,5.0575244192097415,-0.033233735608134383,-0.006629950756031862,-0.0326875621972009,150.08549997200004,40,0.275,1.7174679568740943
5,50,10,0.02,0.03,10000,9851.181567351994,-1.547179164326311,-0.12338279385391704,-0.028790537835670427,3.362779662429584,-0.014993688927858387,-0.0029966207687008952,-0.014881843264800592,149.74846064799996,40,0.425,1.088229932481043
5,50,10,0.02,0.05,10000,9705.006350717995,-1.1959542666141858,-0.25256839512363394,-0.040632270977135905,5.094616958689181,-0.029943221997397997,-0.005975476466469515,-0.02949936492820052,137.063740282,37,0.3783783783783784,1.0894944738392764
5,50,10,0.02,0.07,10000,9850.864159671997,-0.7719459370269137,-0.12848717464078166,-0.01997690875842577,5.321712976309572,-0.01502590971187467,-0.003003050697210147,-0.014913584032800282,138.575840328,37,0.3783783783783784,1.3681832117348234
5,50,10,0.03,0.03,10000,9942.863881460004,-0.8507379696969035,-0.049875619716253435,-0.009431972869416149,4.150130618243549,-0.005729996976168364,-0.0011462521914872704,-0.005713611853999646,148.91612054,40,0.475,1.0311839065742288
5,50,10,0.03,0.05,10000,9735.662748886003,-1.0279663728060353,-0.23554828448594967,-0.03352908484869164,5.545192319775935,-0.02678937750553837,-0.005347780596792616,-0.02643372511139969,136.517360114,37,0.40540540540540543,1.0564531993729338
5,50,10,0.03,0.07,10000,9914.489549816004,-0.6137245959800095,-0.07960066809801572,-0.011047800543893356,5.702192601780989,-0.008587814968237377,-0.0017174507123297105,-0.0085510450183996,138.36046018399998,37,0.40540540540540543,1.33604378016323
5,50,15,0.01,0.03,10000,9691.387875643994,-1.4937170442512808,-0.2807156305911451,-0.04580313522170847,4.356983428058041,-0.03134744972682806,-0.006254826303709055,-0.030861212435600645,148.862140356,40,0.35,1.1299072915182127
5,50,15,0.01,0.05,10000,9485.707696051988,-1.7742847981104788,-0.4647046001193643,-0.05686342552552565,5.892978579729164,-0.05279888026052662,-0.010512516644548456,-0.0514292303948012,147.55223994800002,40,0.25,1.3490551434567988
5,50,15,0.01,0.07,10000,9673.124378027991,-1.1816623640002273,-0.2957711789141606,-0.04202860260872543,5.0575244192097415,-0.033233735608134383,-0.006629950756031862,-0.0326875621972009,150.08549997200004,40,0.275,1.7174679568740943
5,50,15,0.02,0.03,10000,9851.181567351994,-1.547179164326311,-0.12338279385391704,-0.028790537835670427,3.362779662429584,-0.014993688927858387,-0.0029966207687008952,-0.014881843264800592,149.74846064799996,40,0.425,1.088229932481043
