Short Period,Long Period,Exit After,Stop Loss,Take Profit,Starting Value,Ending Value,Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown,Total Return,Annualized Return,Cumulative Return,Total Commission Costs,Total Trades,Win Rate,Average Trade Payoff Ratio
15,60,5,0.01,0.03,10000,9888.12251773199,-1.233514420185664,-0.09507945909959024,-0.04429483208910014,2.55640268200008,-0.011250801808143859,-0.0022511999630715884,-0.011187748226800976,88.373584268,26,0.5,0.8137430188864464
15,60,5,0.01,0.05,10000,9791.180009703996,-1.0317913748816923,-0.17774240880033057,-0.06572231875230347,3.18261525290005,-0.02110311156958795,-0.004218409773176469,-0.02088199902960041,87.629344296,26,0.46153846153846156,0.8106707347023847
15,60,5,0.01,0.07,10000,9759.908369727995,-1.1192739040736142,-0.20893938925995403,-0.07553819478646845,3.18261525290005,-0.02430208096065695,-0.0048563131986137514,-0.02400916302720052,86.731044272,26,0.4230769230769231,0.9012096174541879
15,60,5,0.02,0.03,10000,10072.048174431988,-0.7217350832565166,0.05603784819394785,0.02836140170473251,2.3673812923800868,0.007178986742120476,0.0014391145480339592,0.007204817443198772,85.164617568,25,0.52,1.0345265609688998
15,60,5,0.02,0.05,10000,9943.407656375994,-0.8920463943144168,-0.05518110531411967,-0.021929440344713995,2.8768812007000086,-0.005675308502756874,-0.0011362202625431195,-0.005659234362400639,85.12505762400001,25,0.44,1.1714809158859263
15,60,5,0.02,0.07,10000,9836.833451457987,-1.3069701741764768,-0.15340689080406544,-0.059572431143238846,2.8768812007000086,-0.016451237433428984,-0.0032900542758329807,-0.01631665485420126,85.329357542,25,0.4,1.168240767804331
15,60,5,0.03,0.03,10000,10354.334012145991,-0.37295325489342157,0.2563348421804986,0.16319325368035315,2.1174406031800026,0.03482008420293443,0.006999470995916006,0.03543340121459914,86.22551085399999,25,0.68,0.8152548604580754
15,60,5,0.03,0.05,10000,10190.605775111995,-0.5769246583555852,0.14785755006488077,0.06407165262019138,2.8768812007000086,0.018881200472840014,0.0037894053657269258,0.01906057751119952,85.30365088799999,25,0.6,0.8789989667421936
15,60,5,0.03,0.07,10000,10084.031570193989,-0.8679060620009605,0.06469420777995266,0.02734607442461752,2.8768812007000086,0.008368047048066733,0.0016776758820595172,0.008403157019398895,85.507950806,25,0.56,0.8913903534696639
15,60,10,0.01,0.03,10000,9888.12251773199,-1.233514420185664,-0.09507945909959024,-0.04429483208910014,2.55640268200008,-0.011250801808143859,-0.0022511999630715884,-0.011187748226800976,88.373584268,26,0.5,0.8137430188864464
